OBJECTNUMMER;Functie;Gedetecteerde_panelen;Vermogen(kwh);LNG;LAT;WKT_LAT_LNG
1075;Wonen;9.4;2000;4.801.405;52.344.267;POINT(52.344267,4.801405)
1076;Wonen;9.4;2000;4.901.708;52.407.693;POINT(52.407693,4.901708)
1077;Wonen;9.4;2000;4.982.597;52.326.005;POINT(52.326005,4.982597)
1078;Wonen;6;1000;5.016.282;52.304.496;POINT(52.304496,5.016282)
1079;NietWonen;12;3000;4.857.717;52.380.615;POINT(52.380615,4.857717)
1080;NietWonen;4;1000;4.856.017;52.381.948;POINT(52.381948,4.856017)
1081;NietWonen;4;1000;4.936.177;52.376.898;POINT(52.376898,4.936177)
1082;NietWonen;66;17000;4.910.314;52.353.344;POINT(52.353344,4.910314)
1083;Wonen;9.4;2000;4.893.761;52.409.894;POINT(52.409894,4.893761)
1084;Wonen;9.4;2000;4.893.682;52.409.886;POINT(52.409886,4.893682)
1085;NietWonen;9.4;2000;481.116;52.374.115;POINT(52.374115,4.81116)
1086;Wonen;9.4;2000;489.757;52.417.103;POINT(52.417103,4.89757)
1087;Wonen;9.4;2000;4.812.357;52.349.477;POINT(52.349477,4.812357)
1088;NietWonen;49;12000;4.871.549;52.373.303;POINT(52.373303,4.871549)
1089;Wonen;9.4;2000;4.998.814;52.300.942;POINT(52.300942,4.998814)
1090;Wonen;9.4;2000;4.981.614;52.326.245;POINT(52.326245,4.981614)
1091;Wonen;9.4;2000;4.783.871;52.352.874;POINT(52.352874,4.783871)
1092;Wonen;9.4;2000;486.303;523.252;POINT(52.3252,4.86303)
1093;Wonen;4;1000;496.669;52.319.189;POINT(52.319189,4.96669)
1094;Wonen;9.4;2000;4.800.647;52.345.802;POINT(52.345802,4.800647)
1095;Wonen;9.4;2000;4.829.485;52.383.845;POINT(52.383845,4.829485)
1096;Wonen;12;3000;4.851.931;52.382.024;POINT(52.382024,4.851931)
1097;Wonen;15;4000;4.858.764;52.352.233;POINT(52.352233,4.858764)
1098;Wonen;9.4;2000;4.820.896;52.341.817;POINT(52.341817,4.820896)
1099;NietWonen;18;5000;4.941.386;52.322.878;POINT(52.322878,4.941386)
1100;Wonen;9.4;2000;4.801.326;52.355.042;POINT(52.355042,4.801326)
1101;Wonen;6;1000;4.889.304;52.345.438;POINT(52.345438,4.889304)
1102;Wonen;3;1000;4.935.079;52.354.625;POINT(52.354625,4.935079)
1103;Wonen;18;4000;4.887.592;52.388.526;POINT(52.388526,4.887592)
1104;Wonen;9.4;2000;491.958;52.402.071;POINT(52.402071,4.91958)
1105;Wonen;9.4;2000;4.904.947;52.421.053;POINT(52.421053,4.904947)
1106;Wonen;9.4;2000;4.886.223;52.345.559;POINT(52.345559,4.886223)
1107;Wonen;9.4;2000;4.896.441;52.420.593;POINT(52.420593,4.896441)
1108;NietWonen;22;6000;4.764.171;52.395.456;POINT(52.395456,4.764171)
1109;Wonen;9;2000;4.805.992;52.343.897;POINT(52.343897,4.805992)
1110;Wonen;9.4;2000;4.997.581;52.352.894;POINT(52.352894,4.997581)
1111;Wonen;9.4;2000;493.581;52.349.536;POINT(52.349536,4.93581)
1112;Wonen;9.4;2000;4.829.992;52.366.404;POINT(52.366404,4.829992)
1113;Wonen;9.4;2000;4.982.302;52.326.506;POINT(52.326506,4.982302)
1114;Wonen;9.4;2000;4.831.108;52.366.743;POINT(52.366743,4.831108)
1115;Wonen;9.4;2000;4.977.277;5.231.281;POINT(52.31281,4.977277)
1116;Wonen;9.4;2000;4.973.375;52.310.907;POINT(52.310907,4.973375)
1117;Wonen;9.4;2000;4.832.881;52.367.412;POINT(52.367412,4.832881)
1118;Wonen;9.4;2000;4.993.508;52.360.232;POINT(52.360232,4.993508)
1119;Wonen;19;5000;4.847.999;52.349.427;POINT(52.349427,4.847999)
1120;Wonen;9.4;2000;5.014.435;52.304.582;POINT(52.304582,5.014435)
1121;Wonen;9.4;2000;4.993.799;52.300.355;POINT(52.300355,4.993799)
1122;Wonen;9.4;2000;4.826.121;52.343.753;POINT(52.343753,4.826121)
1123;Wonen;10;2000;493.568;52.352.404;POINT(52.352404,4.93568)
1124;Wonen;9.4;2000;4.801.546;52.347.752;POINT(52.347752,4.801546)
1125;Wonen;9.4;2000;4.798.927;52.383.036;POINT(52.383036,4.798927)
1126;NietWonen;9;2000;4.940.418;52.371.497;POINT(52.371497,4.940418)
1127;Wonen;10;2000;4.855.628;52.367.714;POINT(52.367714,4.855628)
1128;Wonen;9.4;2000;4.970.066;52.295.384;POINT(52.295384,4.970066)
1129;Wonen;9.4;2000;4.790.173;52.349.181;POINT(52.349181,4.790173)
1130;Wonen;9.4;2000;4.873.867;52.343.502;POINT(52.343502,4.873867)
1131;Wonen;9.4;2000;4.830.352;52.367.195;POINT(52.367195,4.830352)
1132;Wonen;12;3000;5.015.483;52.304.781;POINT(52.304781,5.015483)
1133;NietWonen;7;2000;4.799.552;52.381.453;POINT(52.381453,4.799552)
1134;Wonen;9.4;2000;4.823.755;52.343.975;POINT(52.343975,4.823755)
1135;Wonen;9.4;2000;4.901.818;52.409.293;POINT(52.409293,4.901818)
1136;Wonen;9.4;2000;4.787.926;52.347.047;POINT(52.347047,4.787926)
1137;Wonen;9.4;2000;4.805.496;52.348.781;POINT(52.348781,4.805496)
1138;NietWonen;132;32000;4.873.247;52.331.482;POINT(52.331482,4.873247)
1139;Wonen;9.4;2000;4.981.743;52.312.916;POINT(52.312916,4.981743)
1140;Wonen;12;3000;4.945.218;52.320.881;POINT(52.320881,4.945218)
1141;Wonen;9.4;2000;4.811.838;52.353.452;POINT(52.353452,4.811838)
1142;Wonen;9.4;2000;4.793.958;5.234.526;POINT(52.34526,4.793958)
1143;Wonen;6;1000;4.850.536;52.367.706;POINT(52.367706,4.850536)
1144;NietWonen;21;5000;4.800.851;52.369.756;POINT(52.369756,4.800851)
1145;Wonen;52;13000;4.934.677;52.361.907;POINT(52.361907,4.934677)
1146;Wonen;9.4;2000;4.874.905;5.234.373;POINT(52.34373,4.874905)
1147;Wonen;9.4;2000;4.800.708;52.345.077;POINT(52.345077,4.800708)
1148;Wonen;9.4;2000;4.822.069;52.374.839;POINT(52.374839,4.822069)
1149;NietWonen;158;40000;4.959.972;52.322.852;POINT(52.322852,4.959972)
1150;Wonen;9.4;2000;4.805.625;52.343.984;POINT(52.343984,4.805625)
1151;Wonen;9.4;2000;4.806.146;52.354.855;POINT(52.354855,4.806146)
1152;NietWonen;2;0;490.854;52.354.858;POINT(52.354858,4.90854)
1153;Wonen;9.4;2000;4.923.756;5.240.694;POINT(52.40694,4.923756)
1154;Wonen;9.4;2000;4.885.062;52.422.091;POINT(52.422091,4.885062)
1155;Wonen;9.4;2000;4.968.724;52.304.011;POINT(52.304011,4.968724)
1156;NietWonen;20;5000;4.857.521;52.375.602;POINT(52.375602,4.857521)
1157;Wonen;9.4;2000;4.865.347;52.327.401;POINT(52.327401,4.865347)
1158;Wonen;9.4;2000;4.966.344;52.319.564;POINT(52.319564,4.966344)
1159;NietWonen;14;3000;4.887.293;52.414.077;POINT(52.414077,4.887293)
1160;Wonen;9.4;2000;4.924.568;52.346.997;POINT(52.346997,4.924568)
1161;Wonen;9.4;2000;4.948.514;52.386.872;POINT(52.386872,4.948514)
1162;Wonen;9.4;2000;487.883;52.349.649;POINT(52.349649,4.87883)
1163;Wonen;9.4;2000;4.776.193;52.351.269;POINT(52.351269,4.776193)
1164;Wonen;9.4;2000;4.871.653;52.323.063;POINT(52.323063,4.871653)
1165;Wonen;9.4;2000;4.797.033;52.342.556;POINT(52.342556,4.797033)
1166;Wonen;9.4;2000;4.988.983;52.316.822;POINT(52.316822,4.988983)
1167;NietWonen;186;46000;4.870.232;52.330.934;POINT(52.330934,4.870232)
1168;Wonen;9.4;2000;4.830.271;52.382.693;POINT(52.382693,4.830271)
1169;Wonen;9.4;2000;4.820.316;52.349.597;POINT(52.349597,4.820316)
1170;Wonen;9.4;2000;4.823.646;52.352.091;POINT(52.352091,4.823646)
1171;Wonen;9.4;2000;4.903.917;5.233.694;POINT(52.33694,4.903917)
1172;NietWonen;7;2000;4.798.395;52.382.173;POINT(52.382173,4.798395)
1173;NietWonen;42;10000;4.838.849;52.365.752;POINT(52.365752,4.838849)
1174;Wonen;9.4;2000;47.848;52.346.188;POINT(52.346188,4.7848)
1175;Wonen;9.4;2000;4.891.992;52.421.413;POINT(52.421413,4.891992)
1176;Wonen;9.4;2000;4.807.265;52.375.914;POINT(52.375914,4.807265)
1177;Wonen;9.4;2000;4.979.819;52.327.884;POINT(52.327884,4.979819)
1178;Wonen;9.4;2000;4.877.491;52.345.728;POINT(52.345728,4.877491)
1179;Wonen;9.4;2000;481.061;52.344.475;POINT(52.344475,4.81061)
1180;Wonen;9.4;2000;4.993.726;52.294.245;POINT(52.294245,4.993726)
1181;Wonen;9.4;2000;4.829.711;52.354.363;POINT(52.354363,4.829711)
1182;Wonen;3;1000;4.852.018;52.356.414;POINT(52.356414,4.852018)
1183;Wonen;6;1000;4.897.208;52.410.222;POINT(52.410222,4.897208)
1184;Wonen;9.4;2000;4.967.263;52.294.008;POINT(52.294008,4.967263)
1185;Wonen;9.4;2000;4.977.723;52.362.005;POINT(52.362005,4.977723)
1186;Wonen;9.4;2000;48.085;52.342.748;POINT(52.342748,4.8085)
1187;NietWonen;16;4000;4.946.003;52.398.625;POINT(52.398625,4.946003)
1188;Wonen;9;2000;4.942.468;52.362.999;POINT(52.362999,4.942468)
1189;Wonen;16;4000;4.879.704;52.351.931;POINT(52.351931,4.879704)
1190;Wonen;9.4;2000;4.810.834;5.238.025;POINT(52.38025,4.810834)
1191;NietWonen;10;2000;4.870.314;52.363.501;POINT(52.363501,4.870314)
1192;NietWonen;113;28000;493.839;52.397.798;POINT(52.397798,4.93839)
1193;Wonen;9.4;2000;498.331;52.326.239;POINT(52.326239,4.98331)
1194;Wonen;9.4;2000;4.813.036;5.234.793;POINT(52.34793,4.813036)
1195;Wonen;8;2000;4.907.401;52.347.218;POINT(52.347218,4.907401)
1196;NietWonen;23;6000;4.923.848;52.386.627;POINT(52.386627,4.923848)
1197;Wonen;31;8000;4.935.331;52.362.064;POINT(52.362064,4.935331)
1198;Wonen;23;6000;4.801.015;52.381.546;POINT(52.381546,4.801015)
1199;Wonen;9.4;2000;4.979.476;52.328.525;POINT(52.328525,4.979476)
1200;Wonen;9.4;2000;4.797.776;52.383.014;POINT(52.383014,4.797776)
1201;Wonen;9.4;2000;4.829.689;52.367.704;POINT(52.367704,4.829689)
1202;Wonen;9.4;2000;4.870.855;52.342.704;POINT(52.342704,4.870855)
1203;Wonen;9.4;2000;4.807.343;52.351.095;POINT(52.351095,4.807343)
1204;Wonen;10;2000;4.907.952;52.342.668;POINT(52.342668,4.907952)
1205;Wonen;9.4;2000;4.883.385;5.241.237;POINT(52.41237,4.883385)
1206;Wonen;9.4;2000;4.980.941;52.297.267;POINT(52.297267,4.980941)
1207;Wonen;9.4;2000;4.891.351;5.242.405;POINT(52.42405,4.891351)
1208;Wonen;9.4;2000;488.613;52.344.716;POINT(52.344716,4.88613)
1209;NietWonen;167;43000;4.883.684;52.333.949;POINT(52.333949,4.883684)
1210;Wonen;9.4;2000;4.919.786;52.352.108;POINT(52.352108,4.919786)
1211;NietWonen;32;8000;4.870.228;52.362.567;POINT(52.362567,4.870228)
1212;Wonen;9.4;2000;5.010.809;52.307.252;POINT(52.307252,5.010809)
1213;Wonen;9.4;2000;4.892.164;52.422.781;POINT(52.422781,4.892164)
1214;NietWonen;3;1000;4.849.246;5.238.106;POINT(52.38106,4.849246)
1215;Wonen;9.4;2000;4.810.846;52.379.994;POINT(52.379994,4.810846)
1216;Wonen;9.4;2000;4.983.801;52.326.045;POINT(52.326045,4.983801)
1217;Wonen;9.4;2000;4.886.746;52.344.987;POINT(52.344987,4.886746)
1218;Wonen;9.4;2000;4.961.597;52.316.549;POINT(52.316549,4.961597)
1219;Wonen;11;3000;4.944.025;52.321.135;POINT(52.321135,4.944025)
1220;Wonen;9.4;2000;4.983.818;52.326.411;POINT(52.326411,4.983818)
1221;NietWonen;19;5000;4.801.456;52.382.225;POINT(52.382225,4.801456)
1222;Wonen;6;1000;4.865.819;52.371.845;POINT(52.371845,4.865819)
1223;Wonen;9.4;2000;4.811.287;52.379.627;POINT(52.379627,4.811287)
1224;Wonen;38;10000;4.781.494;52.350.551;POINT(52.350551,4.781494)
1225;Wonen;9.4;2000;4.995.316;52.299.479;POINT(52.299479,4.995316)
1226;Wonen;9.4;2000;4.980.199;52.326.637;POINT(52.326637,4.980199)
1227;NietWonen;9.4;2000;4.806.555;52.344.679;POINT(52.344679,4.806555)
1228;Wonen;9.4;2000;4.958.334;52.388.009;POINT(52.388009,4.958334)
1229;Wonen;9.4;2000;4.984.869;52.316.691;POINT(52.316691,4.984869)
1230;Wonen;9.4;2000;4.971.391;52.300.245;POINT(52.300245,4.971391)
1231;Wonen;9.4;2000;4.991.026;52.355.966;POINT(52.355966,4.991026)
1232;NietWonen;9.4;2000;4.806.273;52.344.621;POINT(52.344621,4.806273)
1233;NietWonen;9.4;2000;4.815.239;52.354.452;POINT(52.354452,4.815239)
1234;NietWonen;103;25000;4.920.457;52.401.253;POINT(52.401253,4.920457)
1235;Wonen;18;4000;4.984.193;52.326.206;POINT(52.326206,4.984193)
1236;Wonen;9.4;2000;4.999.166;52.298.538;POINT(52.298538,4.999166)
1237;Wonen;9.4;2000;4.859.982;52.326.953;POINT(52.326953,4.859982)
1238;Wonen;6;2000;4.939.899;52.351.552;POINT(52.351552,4.939899)
1239;Wonen;9.4;2000;4.809.308;52.342.578;POINT(52.342578,4.809308)
1240;Wonen;9.4;2000;478.894;52.347.682;POINT(52.347682,4.78894)
1241;Wonen;9.4;2000;4.929.643;5.240.745;POINT(52.40745,4.929643)
1242;Wonen;8;2000;4.855.003;52.380.264;POINT(52.380264,4.855003)
1243;NietWonen;25;6000;4.857.968;52.380.305;POINT(52.380305,4.857968)
1244;Wonen;3;1000;4.824.714;52.377.027;POINT(52.377027,4.824714)
1245;Wonen;9.4;2000;4.900.659;52.416.531;POINT(52.416531,4.900659)
1246;Wonen;9.4;2000;4.897.725;52.421.026;POINT(52.421026,4.897725)
1247;Wonen;9.4;2000;492.604;52.409.469;POINT(52.409469,4.92604)
1248;Wonen;9.4;2000;4.790.819;5.237.968;POINT(52.37968,4.790819)
1249;Wonen;9.4;2000;4.873.652;52.323.459;POINT(52.323459,4.873652)
1250;Wonen;6;1000;4.858.744;52.359.904;POINT(52.359904,4.858744)
1251;Wonen;9.4;2000;4.948.137;52.399.863;POINT(52.399863,4.948137)
1252;NietWonen;517;132000;4.962.277;52.292.511;POINT(52.292511,4.962277)
1253;Wonen;9.4;2000;4.980.043;52.328.778;POINT(52.328778,4.980043)
1254;Wonen;9.4;2000;4.865.344;52.331.044;POINT(52.331044,4.865344)
1255;NietWonen;165;40000;4.874.998;52.340.247;POINT(52.340247,4.874998)
1256;Wonen;9.4;2000;4.831.085;52.367.528;POINT(52.367528,4.831085)
1257;Wonen;9.4;2000;4.968.374;52.299.531;POINT(52.299531,4.968374)
1258;NietWonen;23;6000;4.915.283;52.412.884;POINT(52.412884,4.915283)
1259;Wonen;9.4;2000;4.860.998;52.331.276;POINT(52.331276,4.860998)
1260;Wonen;9.4;2000;4.947.667;52.401.246;POINT(52.401246,4.947667)
1261;Wonen;9.4;2000;4.969.654;52.295.451;POINT(52.295451,4.969654)
1262;Wonen;9.4;2000;4.981.877;52.360.737;POINT(52.360737,4.981877)
1263;Wonen;9.4;2000;4.930.108;52.378.277;POINT(52.378277,4.930108)
1264;Wonen;9.4;2000;4.882.795;52.413.545;POINT(52.413545,4.882795)
1265;NietWonen;23;6000;485.785;52.380.701;POINT(52.380701,4.85785)
1266;Wonen;9.4;2000;4.996.754;52.297.582;POINT(52.297582,4.996754)
1267;Wonen;9.4;2000;4.983.626;5.232.674;POINT(52.32674,4.983626)
1268;Wonen;9;2000;4.869.513;52.382.216;POINT(52.382216,4.869513)
1269;Wonen;9.4;2000;4.805.568;52.352.937;POINT(52.352937,4.805568)
1270;NietWonen;3;1000;4.880.592;52.388.246;POINT(52.388246,4.880592)
1271;NietWonen;29;7000;4.764.259;52.395.628;POINT(52.395628,4.764259)
1272;Wonen;9.4;2000;4.968.866;52.304.059;POINT(52.304059,4.968866)
1273;Wonen;9.4;2000;4.807.381;52.349.448;POINT(52.349448,4.807381)
1274;Wonen;9.4;2000;4.981.228;52.327.011;POINT(52.327011,4.981228)
1275;Wonen;9.4;2000;4.895.946;52.339.329;POINT(52.339329,4.895946)
1276;Wonen;9.4;2000;4.774.046;52.350.958;POINT(52.350958,4.774046)
1277;NietWonen;152;37000;4.831.382;5.240.024;POINT(52.40024,4.831382)
1278;Wonen;9.4;2000;4.995.308;52.351.555;POINT(52.351555,4.995308)
1279;Wonen;9.4;2000;4.994.572;52.356.864;POINT(52.356864,4.994572)
1280;NietWonen;9.4;2000;4.795.776;52.352.772;POINT(52.352772,4.795776)
1281;Wonen;9.4;2000;4.808.187;52.346.816;POINT(52.346816,4.808187)
1282;Wonen;9.4;2000;4.826.134;52.343.558;POINT(52.343558,4.826134)
1283;Wonen;9.4;2000;4.891.959;52.422.825;POINT(52.422825,4.891959)
1284;Wonen;6;1000;4.929.586;52.361.732;POINT(52.361732,4.929586)
1285;NietWonen;42;10000;4.910.553;52.405.632;POINT(52.405632,4.910553)
1286;Wonen;9.4;2000;4.820.542;52.374.952;POINT(52.374952,4.820542)
1287;NietWonen;30;8000;4.764.172;52.395.385;POINT(52.395385,4.764172)
1288;Wonen;9.4;2000;4.823.991;52.362.572;POINT(52.362572,4.823991)
1289;Wonen;9.4;2000;497.317;52.300.573;POINT(52.300573,4.97317)
1290;Wonen;9.4;2000;4.971.317;52.295.926;POINT(52.295926,4.971317)
1291;Wonen;3;1000;4.873.857;52.378.198;POINT(52.378198,4.873857)
1292;Wonen;9.4;2000;4.814.767;52.348.023;POINT(52.348023,4.814767)
1293;Wonen;9.4;2000;4.801.822;5.235.399;POINT(52.35399,4.801822)
1294;Wonen;9.4;2000;4.890.968;52.423.357;POINT(52.423357,4.890968)
1295;Wonen;9.4;2000;4.819.805;52.374.751;POINT(52.374751,4.819805)
1296;Wonen;9.4;2000;4.839.652;52.366.375;POINT(52.366375,4.839652)
1297;Wonen;9.4;2000;4.995.229;52.299.942;POINT(52.299942,4.995229)
1298;NietWonen;80;20000;4.937.351;52.395.039;POINT(52.395039,4.937351)
1299;Wonen;9.4;2000;487.159;52.323.977;POINT(52.323977,4.87159)
1300;NietWonen;30;7000;4.936.188;52.395.617;POINT(52.395617,4.936188)
1301;Wonen;9.4;2000;4.967.211;52.407.237;POINT(52.407237,4.967211)
1302;Wonen;9.4;2000;4.791.396;52.342.608;POINT(52.342608,4.791396)
1303;NietWonen;36;9000;493.177;5.236.325;POINT(52.36325,4.93177)
1304;Wonen;9.4;2000;497.991;52.327.811;POINT(52.327811,4.97991)
1305;Wonen;9.4;2000;4.990.536;5.229.855;POINT(52.29855,4.990536)
1306;Wonen;14;3000;4.870.117;52.355.673;POINT(52.355673,4.870117)
1307;Wonen;7;2000;4.998.041;52.298.976;POINT(52.298976,4.998041)
1308;Wonen;9.4;2000;4.922.919;52.397.611;POINT(52.397611,4.922919)
1309;Wonen;10;2000;4.995.051;52.356.609;POINT(52.356609,4.995051)
1310;NietWonen;30;7000;4.944.589;52.373.199;POINT(52.373199,4.944589)
1311;NietWonen;27;7000;4.946.407;52.373.347;POINT(52.373347,4.946407)
1312;Wonen;9.4;2000;4.919.597;52.403.076;POINT(52.403076,4.919597)
1313;Wonen;12;3000;4.885.325;52.350.684;POINT(52.350684,4.885325)
1314;Wonen;9.4;2000;4.833.057;52.368.427;POINT(52.368427,4.833057)
1315;Wonen;58;14000;4.935.441;52.361.836;POINT(52.361836,4.935441)
1316;Wonen;18;4000;4.862.928;52.368.905;POINT(52.368905,4.862928)
1317;Wonen;9.4;2000;4.976.726;52.361.034;POINT(52.361034,4.976726)
1318;Wonen;9.4;2000;4.893.961;52.410.361;POINT(52.410361,4.893961)
1319;NietWonen;9.4;2000;4.948.272;52.373.737;POINT(52.373737,4.948272)
1320;Wonen;9.4;2000;4.889.256;52.422.396;POINT(52.422396,4.889256)
1321;Wonen;9.4;2000;4.802.757;52.343.241;POINT(52.343241,4.802757)
1322;NietWonen;9;2000;4.850.628;52.354.119;POINT(52.354119,4.850628)
1323;Wonen;9.4;2000;4.833.056;52.369.033;POINT(52.369033,4.833056)
1324;Wonen;80;20000;4.918.945;52.406.275;POINT(52.406275,4.918945)
1325;Wonen;2;0;4.856.048;52.361.878;POINT(52.361878,4.856048)
1326;Wonen;9.4;2000;4.817.375;52.373.125;POINT(52.373125,4.817375)
1327;Wonen;9.4;2000;4.952.783;52.344.742;POINT(52.344742,4.952783)
1328;Wonen;9.4;2000;4.982.273;52.327.917;POINT(52.327917,4.982273)
1329;Wonen;9.4;2000;4.946.894;52.374.747;POINT(52.374747,4.946894)
1330;Wonen;9.4;2000;4.955.952;52.388.824;POINT(52.388824,4.955952)
1331;Wonen;9.4;2000;49.621;52.320.109;POINT(52.320109,4.9621)
1332;Wonen;9.4;2000;4.831.086;5.236.748;POINT(52.36748,4.831086)
1333;Wonen;9.4;2000;4.887.752;52.422.392;POINT(52.422392,4.887752)
1334;Wonen;9.4;2000;4.946.662;52.374.249;POINT(52.374249,4.946662)
1335;Wonen;3;1000;4.847.991;52.384.425;POINT(52.384425,4.847991)
1336;NietWonen;20;5000;4.849.267;52.380.711;POINT(52.380711,4.849267)
1337;Wonen;9.4;2000;4.830.657;52.367.715;POINT(52.367715,4.830657)
1338;Wonen;9.4;2000;4.961.835;52.308.692;POINT(52.308692,4.961835)
1339;Wonen;9.4;2000;4.824.737;52.361.533;POINT(52.361533,4.824737)
1340;Wonen;9.4;2000;478.257;52.347.924;POINT(52.347924,4.78257)
1341;Wonen;9.4;2000;4.962.697;52.320.296;POINT(52.320296,4.962697)
1342;NietWonen;24;6000;484.508;52.346.416;POINT(52.346416,4.84508)
1343;NietWonen;6;2000;4.934.579;52.354.518;POINT(52.354518,4.934579)
1344;Wonen;3;1000;4.942.266;52.364.345;POINT(52.364345,4.942266)
1345;NietWonen;3;1000;4.855.175;52.381.345;POINT(52.381345,4.855175)
1346;Wonen;9.4;2000;4.871.854;52.324.445;POINT(52.324445,4.871854)
1347;Wonen;9.4;2000;4.979.036;52.313.469;POINT(52.313469,4.979036)
1348;Wonen;9.4;2000;4.944.814;52.402.636;POINT(52.402636,4.944814)
1349;Wonen;9.4;2000;4.791.784;52.378.853;POINT(52.378853,4.791784)
1350;Wonen;9.4;2000;482.664;52.361.398;POINT(52.361398,4.82664)
1351;Wonen;9.4;2000;482.075;52.354.036;POINT(52.354036,4.82075)
1352;Wonen;10;2000;4.865.471;52.369.424;POINT(52.369424,4.865471)
1353;Wonen;9.4;2000;4.923.508;52.347.922;POINT(52.347922,4.923508)
1354;Wonen;9.4;2000;4.931.132;52.409.213;POINT(52.409213,4.931132)
1355;NietWonen;60;15000;479.415;5.235.179;POINT(52.35179,4.79415)
1356;Wonen;9.4;2000;4.976.816;52.361.944;POINT(52.361944,4.976816)
1357;Wonen;9.4;2000;4.885.144;52.412.806;POINT(52.412806,4.885144)
1358;Wonen;4;1000;4.852.293;52.360.649;POINT(52.360649,4.852293)
1359;NietWonen;30;7000;4.830.707;5.233.383;POINT(52.33383,4.830707)
1360;Wonen;9.4;2000;480.211;52.340.905;POINT(52.340905,4.80211)
1361;Wonen;9.4;2000;4.824.725;52.361.911;POINT(52.361911,4.824725)
1362;Wonen;9.4;2000;4.908.318;52.401.811;POINT(52.401811,4.908318)
1363;Wonen;9.4;2000;4.998.333;52.299.063;POINT(52.299063,4.998333)
1364;Wonen;9.4;2000;4.970.447;52.293.459;POINT(52.293459,4.970447)
1365;Wonen;9.4;2000;4.990.717;52.355.737;POINT(52.355737,4.990717)
1366;Wonen;12;3000;4.862.491;52.352.596;POINT(52.352596,4.862491)
1367;NietWonen;190;48000;4.965.242;52.318.464;POINT(52.318464,4.965242)
1368;Wonen;3;1000;4.878.697;52.354.987;POINT(52.354987,4.878697)
1369;Wonen;9.4;2000;4.992.247;52.300.169;POINT(52.300169,4.992247)
1370;NietWonen;18;4000;4.798.827;52.381.509;POINT(52.381509,4.798827)
1371;Wonen;114;28000;4.889.398;52.417.305;POINT(52.417305,4.889398)
1372;NietWonen;24;6000;4.763.801;52.395.142;POINT(52.395142,4.763801)
1373;Wonen;4;1000;4.970.519;52.294.498;POINT(52.294498,4.970519)
1374;NietWonen;9.4;2000;4.995.419;52.354.778;POINT(52.354778,4.995419)
1375;Wonen;9.4;2000;4.813.668;52.343.352;POINT(52.343352,4.813668)
1376;Wonen;16;4000;4.895.562;52.339.346;POINT(52.339346,4.895562)
1377;NietWonen;32;8000;4.940.022;52.359.145;POINT(52.359145,4.940022)
1378;Wonen;9.4;2000;4.804.434;52.382.652;POINT(52.382652,4.804434)
1379;Wonen;9.4;2000;4.926.333;52.391.021;POINT(52.391021,4.926333)
1380;Wonen;9.4;2000;4.807.051;52.351.579;POINT(52.351579,4.807051)
1381;Wonen;33;8000;4.933.657;52.361.659;POINT(52.361659,4.933657)
1382;Wonen;9.4;2000;4.893.045;52.422.999;POINT(52.422999,4.893045)
1383;Wonen;6;1000;4.919.351;52.386.244;POINT(52.386244,4.919351)
1384;NietWonen;22;5000;4.933.701;52.373.666;POINT(52.373666,4.933701)
1385;Wonen;9.4;2000;4.869.499;52.348.074;POINT(52.348074,4.869499)
1386;Wonen;12;3000;4.979.513;5.229.218;POINT(52.29218,4.979513)
1387;Wonen;9.4;2000;4.821.435;52.360.064;POINT(52.360064,4.821435)
1388;Wonen;9.4;2000;4.812.607;52.349.233;POINT(52.349233,4.812607)
1389;Wonen;9.4;2000;4.985.044;52.324.772;POINT(52.324772,4.985044)
1390;NietWonen;72;18000;4.861.583;52.364.969;POINT(52.364969,4.861583)
1391;Wonen;9.4;2000;4.898.881;52.338.681;POINT(52.338681,4.898881)
1392;Wonen;12;3000;477.179;52.350.497;POINT(52.350497,4.77179)
1393;Wonen;9.4;2000;4.786.422;52.345.357;POINT(52.345357,4.786422)
1394;Wonen;4;1000;4.937.872;52.347.924;POINT(52.347924,4.937872)
1395;Wonen;9.4;2000;4.957.395;52.389.092;POINT(52.389092,4.957395)
1396;Wonen;9.4;2000;4.820.304;52.354.866;POINT(52.354866,4.820304)
1397;Wonen;9.4;2000;486.272;52.325.525;POINT(52.325525,4.86272)
1398;Wonen;9.4;2000;4.987.433;52.357.345;POINT(52.357345,4.987433)
